,State,Year,category,Title,TotalEmissions,shortName
3489,Kansas,2015,Coal,Underground Coal Mining (1B1a),0.0,Underground
3490,Kansas,2015,Natural Gas Systems,Distribution (1B2b),12120394563584.0,Distribution
3491,Kansas,2015,Natural Gas Systems,Exploration (1B2b),2811405008896.0,Exploration
3492,Kansas,2015,Natural Gas Systems,Post Meter (annual),5303087136768.0,Post Meter
3493,Kansas,2015,Natural Gas Systems,Processing (1B2b),32013981581312.0,Processing
3494,Kansas,2015,Natural Gas Systems,Production (1B2b),154995185942528.0,Production
3495,Kansas,2015,Natural Gas Systems,Transmission & Storage (1B2b),67812785651712.0,Transmission-Storage
3496,Kansas,2015,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),17933279428608.0,"Abandoned Oil, Gas Wells"
3497,Kansas,2015,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3498,Kansas,2015,Others,Mobile Combustion (1A),1605931630592.0,Mobile Combustion
3499,Kansas,2015,Others,Petrochemical Production (2B8),0.0,Petrochemical
3500,Kansas,2015,Others,Stationary combustion (1A),3095213113344.0,Stationary combustion
3501,Kansas,2015,Petroleum Systems,Exploration* (1B2a),903538475008.0,Exploration*
3502,Kansas,2015,Petroleum Systems,Production (1B2a),108036697882624.0,Production*
3503,Kansas,2015,Petroleum Systems,Refining (1B2a),862130274304.0,Refining
3504,Kansas,2015,Petroleum Systems,Transport (1B2a),153074106368.0,Transport
3505,Kansas,2015,Waste,Composting (5B1),374299000832.0,Composting
3506,Kansas,2015,Waste,Domestic Wastewater Treatment & Discharge (5D),5198607024128.0,Domestic
3507,Kansas,2015,Waste,Industrial Landfills (5A1),6696200044544.0,Industrial Landfills
3508,Kansas,2015,Waste,Industrial Wastewater Treatment & Discharge (5D),3334293684224.0,Industrial
3509,Kansas,2015,Waste,Municipal Solid Waste (MSW) Landfills (5A1),66671851077632.0,Municipal
3510,Kansas,2016,Agriculture,Enteric Fermentation (3A),488778854563840.0,Enteric Fermentation
3511,Kansas,2016,Agriculture,Field Burning of Agricultural Residues* (3F),1302815703040.0,Field Burning
3512,Kansas,2016,Agriculture,Manure Management (3B),84323243917312.0,Manure
3513,Kansas,2016,Agriculture,Rice Cultivation (3C),0.0,Rice
3514,Kansas,2016,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
3515,Kansas,2016,Coal,Surface Coal Mining (1B1a),0.0,Surface
3516,Kansas,2016,Coal,Underground Coal Mining (1B1a),0.0,Underground
3517,Kansas,2016,Natural Gas Systems,Distribution (1B2b),11942939852800.0,Distribution
3518,Kansas,2016,Natural Gas Systems,Exploration (1B2b),1095741865984.0,Exploration
3519,Kansas,2016,Natural Gas Systems,Post Meter (annual),5702738247680.0,Post Meter
3520,Kansas,2016,Natural Gas Systems,Processing (1B2b),22847762202624.0,Processing
3521,Kansas,2016,Natural Gas Systems,Production (1B2b),145448731934720.0,Production
3522,Kansas,2016,Natural Gas Systems,Transmission & Storage (1B2b),71275879858176.0,Transmission-Storage
3523,Kansas,2016,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),18061578993664.0,"Abandoned Oil, Gas Wells"
3524,Kansas,2016,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3525,Kansas,2016,Others,Mobile Combustion (1A),1530081968128.0,Mobile Combustion
3526,Kansas,2016,Others,Petrochemical Production (2B8),0.0,Petrochemical
3527,Kansas,2016,Others,Stationary combustion (1A),2877530570752.0,Stationary combustion
3528,Kansas,2016,Petroleum Systems,Exploration* (1B2a),323677061120.0,Exploration*
3529,Kansas,2016,Petroleum Systems,Production (1B2a),109594722435072.0,Production*
3530,Kansas,2016,Petroleum Systems,Refining (1B2a),1259937333248.0,Refining
3531,Kansas,2016,Petroleum Systems,Transport (1B2a),186845560832.0,Transport
3532,Kansas,2016,Waste,Composting (5B1),318953848832.0,Composting
3533,Kansas,2016,Waste,Domestic Wastewater Treatment & Discharge (5D),4898248720384.0,Domestic
3534,Kansas,2016,Waste,Industrial Landfills (5A1),6675149881344.0,Industrial Landfills
3535,Kansas,2016,Waste,Industrial Wastewater Treatment & Discharge (5D),1753713344512.0,Industrial
3536,Kansas,2016,Waste,Municipal Solid Waste (MSW) Landfills (5A1),62008816828416.0,Municipal
3537,Kansas,2017,Agriculture,Enteric Fermentation (3A),511330956083200.0,Enteric Fermentation
3538,Kansas,2017,Agriculture,Field Burning of Agricultural Residues* (3F),1298688901120.0,Field Burning
3539,Kansas,2017,Agriculture,Manure Management (3B),86845161472000.0,Manure
3540,Kansas,2017,Agriculture,Rice Cultivation (3C),0.0,Rice
3541,Kansas,2017,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
3542,Kansas,2017,Coal,Surface Coal Mining (1B1a),0.0,Surface
3543,Kansas,2017,Coal,Underground Coal Mining (1B1a),0.0,Underground
3544,Kansas,2017,Natural Gas Systems,Distribution (1B2b),11916761104384.0,Distribution
3545,Kansas,2017,Natural Gas Systems,Exploration (1B2b),225172930560.0,Exploration
3546,Kansas,2017,Natural Gas Systems,Post Meter (annual),5802667016192.0,Post Meter
3547,Kansas,2017,Natural Gas Systems,Processing (1B2b),9356910264320.0,Processing
3548,Kansas,2017,Natural Gas Systems,Production (1B2b),146543394947072.0,Production
3549,Kansas,2017,Natural Gas Systems,Transmission & Storage (1B2b),67816384364544.0,Transmission-Storage
3550,Kansas,2017,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),18867533381632.0,"Abandoned Oil, Gas Wells"
3551,Kansas,2017,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3552,Kansas,2017,Others,Mobile Combustion (1A),1498008649728.0,Mobile Combustion
3553,Kansas,2017,Others,Petrochemical Production (2B8),0.0,Petrochemical
3554,Kansas,2017,Others,Stationary combustion (1A),2480106635264.0,Stationary combustion
3555,Kansas,2017,Petroleum Systems,Exploration* (1B2a),136827027456.0,Exploration*
3556,Kansas,2017,Petroleum Systems,Production (1B2a),112604756312064.0,Production*
3557,Kansas,2017,Petroleum Systems,Refining (1B2a),841629368320.0,Refining
3558,Kansas,2017,Petroleum Systems,Transport (1B2a),122970775552.0,Transport
3559,Kansas,2017,Waste,Composting (5B1),341885386752.0,Composting
3560,Kansas,2017,Waste,Domestic Wastewater Treatment & Discharge (5D),4803208413184.0,Domestic
3561,Kansas,2017,Waste,Industrial Landfills (5A1),6698337042432.0,Industrial Landfills
3562,Kansas,2017,Waste,Industrial Wastewater Treatment & Discharge (5D),2301017718784.0,Industrial
3563,Kansas,2017,Waste,Municipal Solid Waste (MSW) Landfills (5A1),60679776108544.0,Municipal
3564,Kansas,2018,Agriculture,Enteric Fermentation (3A),520244724498432.0,Enteric Fermentation
3565,Kansas,2018,Agriculture,Field Burning of Agricultural Residues* (3F),1296663838720.0,Field Burning
3566,Kansas,2018,Agriculture,Manure Management (3B),90360281825280.0,Manure
3567,Kansas,2018,Agriculture,Rice Cultivation (3C),0.0,Rice
3568,Kansas,2018,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
3569,Kansas,2018,Coal,Surface Coal Mining (1B1a),0.0,Surface
3570,Kansas,2018,Coal,Underground Coal Mining (1B1a),0.0,Underground
3571,Kansas,2018,Natural Gas Systems,Distribution (1B2b),11888942383104.0,Distribution
3572,Kansas,2018,Natural Gas Systems,Exploration (1B2b),102543720448.0,Exploration
3573,Kansas,2018,Natural Gas Systems,Post Meter (annual),5961346449408.0,Post Meter
3574,Kansas,2018,Natural Gas Systems,Processing (1B2b),67015523958784.0,Processing
3575,Kansas,2018,Natural Gas Systems,Production (1B2b),146375874445312.0,Production
3576,Kansas,2018,Natural Gas Systems,Transmission & Storage (1B2b),72784579395584.0,Transmission-Storage
3577,Kansas,2018,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),18922195648512.0,"Abandoned Oil, Gas Wells"
3578,Kansas,2018,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3579,Kansas,2018,Others,Mobile Combustion (1A),1457031610368.0,Mobile Combustion
3580,Kansas,2018,Others,Petrochemical Production (2B8),0.0,Petrochemical
3581,Kansas,2018,Others,Stationary combustion (1A),3104904839168.0,Stationary combustion
3582,Kansas,2018,Petroleum Systems,Exploration* (1B2a),66128265216.0,Exploration*
3583,Kansas,2018,Petroleum Systems,Production (1B2a),102577769283584.0,Production*
3584,Kansas,2018,Petroleum Systems,Refining (1B2a),791675273216.0,Refining
3585,Kansas,2018,Petroleum Systems,Transport (1B2a),120722341888.0,Transport
3586,Kansas,2018,Waste,Composting (5B1),311639638016.0,Composting
3587,Kansas,2018,Waste,Domestic Wastewater Treatment & Discharge (5D),4701910728704.0,Domestic
3588,Kansas,2018,Waste,Industrial Landfills (5A1),6761063907328.0,Industrial Landfills
3589,Kansas,2018,Waste,Industrial Wastewater Treatment & Discharge (5D),1381697323008.0,Industrial
3590,Kansas,2018,Waste,Municipal Solid Waste (MSW) Landfills (5A1),58304998932480.0,Municipal
3591,Kansas,2019,Agriculture,Enteric Fermentation (3A),521577137438720.0,Enteric Fermentation
3592,Kansas,2019,Agriculture,Field Burning of Agricultural Residues* (3F),1296038494208.0,Field Burning
3593,Kansas,2019,Agriculture,Manure Management (3B),89333038055424.0,Manure
3594,Kansas,2019,Agriculture,Rice Cultivation (3C),0.0,Rice
3595,Kansas,2019,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
3596,Kansas,2019,Coal,Surface Coal Mining (1B1a),0.0,Surface
3597,Kansas,2019,Coal,Underground Coal Mining (1B1a),0.0,Underground
3598,Kansas,2019,Natural Gas Systems,Distribution (1B2b),11873403535360.0,Distribution
3599,Kansas,2019,Natural Gas Systems,Exploration (1B2b),136151556096.0,Exploration
3600,Kansas,2019,Natural Gas Systems,Post Meter (annual),6057491431424.0,Post Meter
3601,Kansas,2019,Natural Gas Systems,Processing (1B2b),70099050430464.0,Processing
3602,Kansas,2019,Natural Gas Systems,Production (1B2b),140989381476352.0,Production
3603,Kansas,2019,Natural Gas Systems,Transmission & Storage (1B2b),75143741177856.0,Transmission-Storage
3604,Kansas,2019,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),19014944292864.0,"Abandoned Oil, Gas Wells"
3605,Kansas,2019,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3606,Kansas,2019,Others,Mobile Combustion (1A),1463609720832.0,Mobile Combustion
3607,Kansas,2019,Others,Petrochemical Production (2B8),0.0,Petrochemical
3608,Kansas,2019,Others,Stationary combustion (1A),3157516877824.0,Stationary combustion
3609,Kansas,2019,Petroleum Systems,Exploration* (1B2a),39737552896.0,Exploration*
3610,Kansas,2019,Petroleum Systems,Production (1B2a),103331410214912.0,Production*
3611,Kansas,2019,Petroleum Systems,Refining (1B2a),913908170752.0,Refining
3612,Kansas,2019,Petroleum Systems,Transport (1B2a),120223031296.0,Transport
3613,Kansas,2019,Waste,Composting (5B1),315102298112.0,Composting
3614,Kansas,2019,Waste,Domestic Wastewater Treatment & Discharge (5D),4546670624768.0,Domestic
3615,Kansas,2019,Waste,Industrial Landfills (5A1),6777953320960.0,Industrial Landfills
3616,Kansas,2019,Waste,Industrial Wastewater Treatment & Discharge (5D),1419317215232.0,Industrial
3617,Kansas,2019,Waste,Municipal Solid Waste (MSW) Landfills (5A1),59458579333120.0,Municipal
3618,Kansas,2020,Agriculture,Enteric Fermentation (3A),518690214772736.0,Enteric Fermentation
3619,Kansas,2020,Agriculture,Field Burning of Agricultural Residues* (3F),1295926427648.0,Field Burning
3620,Kansas,2020,Agriculture,Manure Management (3B),90664662466560.0,Manure
3621,Kansas,2020,Agriculture,Rice Cultivation (3C),0.0,Rice
3622,Kansas,2020,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
3623,Kansas,2020,Coal,Surface Coal Mining (1B1a),0.0,Surface
3624,Kansas,2020,Coal,Underground Coal Mining (1B1a),0.0,Underground
3625,Kansas,2020,Natural Gas Systems,Distribution (1B2b),11924305608704.0,Distribution
3626,Kansas,2020,Natural Gas Systems,Exploration (1B2b),332861898752.0,Exploration
3627,Kansas,2020,Natural Gas Systems,Post Meter (annual),6050430320640.0,Post Meter
3628,Kansas,2020,Natural Gas Systems,Processing (1B2b),68668780183552.0,Processing
3629,Kansas,2020,Natural Gas Systems,Production (1B2b),131646443487232.0,Production
3630,Kansas,2020,Natural Gas Systems,Transmission & Storage (1B2b),77136924770304.0,Transmission-Storage
3631,Kansas,2020,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),18828345999360.0,"Abandoned Oil, Gas Wells"
3632,Kansas,2020,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3633,Kansas,2020,Others,Mobile Combustion (1A),1336249548800.0,Mobile Combustion
3634,Kansas,2020,Others,Petrochemical Production (2B8),0.0,Petrochemical
3635,Kansas,2020,Others,Stationary combustion (1A),2805390114816.0,Stationary combustion
3636,Kansas,2020,Petroleum Systems,Exploration* (1B2a),48161767424.0,Exploration*
3637,Kansas,2020,Petroleum Systems,Production (1B2a),113027953197056.0,Production*
3638,Kansas,2020,Petroleum Systems,Refining (1B2a),792816648192.0,Refining
3639,Kansas,2020,Petroleum Systems,Transport (1B2a),108796903424.0,Transport
3640,Kansas,2020,Waste,Composting (5B1),315102298112.0,Composting
3641,Kansas,2020,Waste,Domestic Wastewater Treatment & Discharge (5D),4644546281472.0,Domestic
3642,Kansas,2020,Waste,Industrial Landfills (5A1),6811730051072.0,Industrial Landfills
3643,Kansas,2020,Waste,Industrial Wastewater Treatment & Discharge (5D),1433838026752.0,Industrial
3644,Kansas,2020,Waste,Municipal Solid Waste (MSW) Landfills (5A1),56819665862656.0,Municipal
3645,Kentucky,2012,Agriculture,Enteric Fermentation (3A),170418329616384.0,Enteric Fermentation
3646,Kentucky,2012,Agriculture,Field Burning of Agricultural Residues* (3F),236867944448.0,Field Burning
3647,Kentucky,2012,Agriculture,Manure Management (3B),17142594404352.0,Manure
3648,Kentucky,2012,Agriculture,Rice Cultivation (3C),0.0,Rice
3649,Kentucky,2012,Coal,Abandoned Underground Coal Mines (1B1a),28436091371520.0,Abandoned Underground
3650,Kentucky,2012,Coal,Surface Coal Mining (1B1a),37798983761920.0,Surface
3651,Kentucky,2012,Coal,Underground Coal Mining (1B1a),142804609138688.0,Underground
3652,Kentucky,2012,Natural Gas Systems,Distribution (1B2b),8950085844992.0,Distribution
3653,Kentucky,2012,Natural Gas Systems,Exploration (1B2b),908592676864.0,Exploration
3654,Kentucky,2012,Natural Gas Systems,Post Meter (annual),5671604977664.0,Post Meter
3655,Kentucky,2012,Natural Gas Systems,Processing (1B2b),474264043520.0,Processing
3656,Kentucky,2012,Natural Gas Systems,Production (1B2b),75349379514368.0,Production
3657,Kentucky,2012,Natural Gas Systems,Transmission & Storage (1B2b),36073421930496.0,Transmission-Storage
3658,Kentucky,2012,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),23563358699520.0,"Abandoned Oil, Gas Wells"
3659,Kentucky,2012,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3660,Kentucky,2012,Others,Mobile Combustion (1A),2476548554752.0,Mobile Combustion
3661,Kentucky,2012,Others,Petrochemical Production (2B8),45202853888.0,Petrochemical
3662,Kentucky,2012,Others,Stationary combustion (1A),6754036875264.0,Stationary combustion
3663,Kentucky,2012,Petroleum Systems,Exploration* (1B2a),94459011072.0,Exploration*
3664,Kentucky,2012,Petroleum Systems,Production (1B2a),8111966912512.0,Production*
3665,Kentucky,2012,Petroleum Systems,Refining (1B2a),504756797440.0,Refining
3666,Kentucky,2012,Petroleum Systems,Transport (1B2a),60695826432.0,Transport
3667,Kentucky,2012,Waste,Composting (5B1),1572927438848.0,Composting
3668,Kentucky,2012,Waste,Domestic Wastewater Treatment & Discharge (5D),6476513935360.0,Domestic
3669,Kentucky,2012,Waste,Industrial Landfills (5A1),49249056194560.0,Industrial Landfills
3670,Kentucky,2012,Waste,Industrial Wastewater Treatment & Discharge (5D),4655801171968.0,Industrial
3671,Kentucky,2012,Waste,Municipal Solid Waste (MSW) Landfills (5A1),95416490131456.0,Municipal
3672,Kentucky,2013,Agriculture,Enteric Fermentation (3A),177650920325120.0,Enteric Fermentation
3673,Kentucky,2013,Agriculture,Field Burning of Agricultural Residues* (3F),446522097664.0,Field Burning
3674,Kentucky,2013,Agriculture,Manure Management (3B),16341141553152.0,Manure
3675,Kentucky,2013,Agriculture,Rice Cultivation (3C),124773916672.0,Rice
3676,Kentucky,2013,Coal,Abandoned Underground Coal Mines (1B1a),28601390989312.0,Abandoned Underground
3677,Kentucky,2013,Coal,Surface Coal Mining (1B1a),29648960356352.0,Surface
3678,Kentucky,2013,Coal,Underground Coal Mining (1B1a),152951586816000.0,Underground
3679,Kentucky,2013,Natural Gas Systems,Distribution (1B2b),9060745216000.0,Distribution
3680,Kentucky,2013,Natural Gas Systems,Exploration (1B2b),676066426880.0,Exploration
3681,Kentucky,2013,Natural Gas Systems,Post Meter (annual),5090894151680.0,Post Meter
3682,Kentucky,2013,Natural Gas Systems,Processing (1B2b),530794020864.0,Processing
3683,Kentucky,2013,Natural Gas Systems,Production (1B2b),85505634992128.0,Production
3684,Kentucky,2013,Natural Gas Systems,Transmission & Storage (1B2b),37816541118464.0,Transmission-Storage
3685,Kentucky,2013,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),23645248290816.0,"Abandoned Oil, Gas Wells"
3686,Kentucky,2013,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3687,Kentucky,2013,Others,Mobile Combustion (1A),2254005862400.0,Mobile Combustion
3688,Kentucky,2013,Others,Petrochemical Production (2B8),41520910336.0,Petrochemical
3689,Kentucky,2013,Others,Stationary combustion (1A),8182842261504.0,Stationary combustion
3690,Kentucky,2013,Petroleum Systems,Exploration* (1B2a),118658301952.0,Exploration*
3691,Kentucky,2013,Petroleum Systems,Production (1B2a),10355955728384.0,Production*
3692,Kentucky,2013,Petroleum Systems,Refining (1B2a),544270876672.0,Refining
3693,Kentucky,2013,Petroleum Systems,Transport (1B2a),64986718208.0,Transport
3694,Kentucky,2013,Waste,Composting (5B1),657542873088.0,Composting
3695,Kentucky,2013,Waste,Domestic Wastewater Treatment & Discharge (5D),5894254362624.0,Domestic
3696,Kentucky,2013,Waste,Industrial Landfills (5A1),49435404926976.0,Industrial Landfills
3697,Kentucky,2013,Waste,Industrial Wastewater Treatment & Discharge (5D),6761372188672.0,Industrial
3698,Kentucky,2013,Waste,Municipal Solid Waste (MSW) Landfills (5A1),94644889190400.0,Municipal
3699,Kentucky,2014,Agriculture,Enteric Fermentation (3A),169890585509888.0,Enteric Fermentation
3700,Kentucky,2014,Agriculture,Field Burning of Agricultural Residues* (3F),380369076224.0,Field Burning
3701,Kentucky,2014,Agriculture,Manure Management (3B),16334534475776.0,Manure
3702,Kentucky,2014,Agriculture,Rice Cultivation (3C),23669850112.0,Rice
3703,Kentucky,2014,Coal,Abandoned Underground Coal Mines (1B1a),28363594924032.0,Abandoned Underground
3704,Kentucky,2014,Coal,Surface Coal Mining (1B1a),28315414953984.0,Surface
3705,Kentucky,2014,Coal,Underground Coal Mining (1B1a),158544254992384.0,Underground
3706,Kentucky,2014,Natural Gas Systems,Distribution (1B2b),8997771935744.0,Distribution
3707,Kentucky,2014,Natural Gas Systems,Exploration (1B2b),45120733184.0,Exploration
3708,Kentucky,2014,Natural Gas Systems,Post Meter (annual),5429276442624.0,Post Meter
3709,Kentucky,2014,Natural Gas Systems,Processing (1B2b),485509038080.0,Processing
3710,Kentucky,2014,Natural Gas Systems,Production (1B2b),45545259270144.0,Production
3711,Kentucky,2014,Natural Gas Systems,Transmission & Storage (1B2b),39380966178816.0,Transmission-Storage
3712,Kentucky,2014,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),23633948835840.0,"Abandoned Oil, Gas Wells"
3713,Kentucky,2014,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3714,Kentucky,2014,Others,Mobile Combustion (1A),2109225041920.0,Mobile Combustion
3715,Kentucky,2014,Others,Petrochemical Production (2B8),11865299968.0,Petrochemical
3716,Kentucky,2014,Others,Stationary combustion (1A),8397594296320.0,Stationary combustion
3717,Kentucky,2014,Petroleum Systems,Exploration* (1B2a),146897600512.0,Exploration*
3718,Kentucky,2014,Petroleum Systems,Production (1B2a),13047089332224.0,Production*
3719,Kentucky,2014,Petroleum Systems,Refining (1B2a),758193520640.0,Refining
3720,Kentucky,2014,Petroleum Systems,Transport (1B2a),92983615488.0,Transport
3721,Kentucky,2014,Waste,Composting (5B1),1332005175296.0,Composting
3722,Kentucky,2014,Waste,Domestic Wastewater Treatment & Discharge (5D),6151527727104.0,Domestic
3723,Kentucky,2014,Waste,Industrial Landfills (5A1),49688577310720.0,Industrial Landfills
3724,Kentucky,2014,Waste,Industrial Wastewater Treatment & Discharge (5D),6047296651264.0,Industrial
3725,Kentucky,2014,Waste,Municipal Solid Waste (MSW) Landfills (5A1),101175386963968.0,Municipal
3726,Kentucky,2015,Agriculture,Enteric Fermentation (3A),169267328712704.0,Enteric Fermentation
3727,Kentucky,2015,Agriculture,Field Burning of Agricultural Residues* (3F),387784081408.0,Field Burning
3728,Kentucky,2015,Agriculture,Manure Management (3B),18932234715136.0,Manure
3729,Kentucky,2015,Agriculture,Rice Cultivation (3C),0.0,Rice
3730,Kentucky,2015,Coal,Abandoned Underground Coal Mines (1B1a),31028173340672.0,Abandoned Underground
3731,Kentucky,2015,Coal,Surface Coal Mining (1B1a),21648923164672.0,Surface
3732,Kentucky,2015,Coal,Underground Coal Mining (1B1a),127622696665088.0,Underground
3733,Kentucky,2015,Natural Gas Systems,Distribution (1B2b),8889789579264.0,Distribution
3734,Kentucky,2015,Natural Gas Systems,Exploration (1B2b),1545784131584.0,Exploration
3735,Kentucky,2015,Natural Gas Systems,Post Meter (annual),6465059291136.0,Post Meter
3736,Kentucky,2015,Natural Gas Systems,Processing (1B2b),253677240320.0,Processing
3737,Kentucky,2015,Natural Gas Systems,Production (1B2b),77986892087296.0,Production
3738,Kentucky,2015,Natural Gas Systems,Transmission & Storage (1B2b),46852196007936.0,Transmission-Storage
3739,Kentucky,2015,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),23642354221056.0,"Abandoned Oil, Gas Wells"
3740,Kentucky,2015,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3741,Kentucky,2015,Others,Mobile Combustion (1A),2051785097216.0,Mobile Combustion
3742,Kentucky,2015,Others,Petrochemical Production (2B8),25948524544.0,Petrochemical
3743,Kentucky,2015,Others,Stationary combustion (1A),7962780237824.0,Stationary combustion
3744,Kentucky,2015,Petroleum Systems,Exploration* (1B2a),112314949632.0,Exploration*
3745,Kentucky,2015,Petroleum Systems,Production (1B2a),10811359625216.0,Production*
3746,Kentucky,2015,Petroleum Systems,Refining (1B2a),763401207808.0,Refining
3747,Kentucky,2015,Petroleum Systems,Transport (1B2a),86229614592.0,Transport
3748,Kentucky,2015,Waste,Composting (5B1),2005711585280.0,Composting
3749,Kentucky,2015,Waste,Domestic Wastewater Treatment & Discharge (5D),5904295526400.0,Domestic
3750,Kentucky,2015,Waste,Industrial Landfills (5A1),49830202179584.0,Industrial Landfills
3751,Kentucky,2015,Waste,Industrial Wastewater Treatment & Discharge (5D),8359830880256.0,Industrial
3752,Kentucky,2015,Waste,Municipal Solid Waste (MSW) Landfills (5A1),97123739631616.0,Municipal
3753,Kentucky,2016,Agriculture,Enteric Fermentation (3A),175160057397248.0,Enteric Fermentation
3754,Kentucky,2016,Agriculture,Field Burning of Agricultural Residues* (3F),378182074368.0,Field Burning
3755,Kentucky,2016,Agriculture,Manure Management (3B),19174598377472.0,Manure
3756,Kentucky,2016,Agriculture,Rice Cultivation (3C),0.0,Rice
3757,Kentucky,2016,Coal,Abandoned Underground Coal Mines (1B1a),33083596210176.0,Abandoned Underground
3758,Kentucky,2016,Coal,Surface Coal Mining (1B1a),12597432680448.0,Surface
3759,Kentucky,2016,Coal,Underground Coal Mining (1B1a),102496995377152.0,Underground
3760,Kentucky,2016,Natural Gas Systems,Distribution (1B2b),8793110872064.0,Distribution
3761,Kentucky,2016,Natural Gas Systems,Exploration (1B2b),272404054016.0,Exploration
3762,Kentucky,2016,Natural Gas Systems,Post Meter (annual),6797993181184.0,Post Meter
3763,Kentucky,2016,Natural Gas Systems,Processing (1B2b),439458725888.0,Processing
3764,Kentucky,2016,Natural Gas Systems,Production (1B2b),55975734149120.0,Production
3765,Kentucky,2016,Natural Gas Systems,Transmission & Storage (1B2b),47275921375232.0,Transmission-Storage
3766,Kentucky,2016,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),23697247174656.0,"Abandoned Oil, Gas Wells"
3767,Kentucky,2016,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3768,Kentucky,2016,Others,Mobile Combustion (1A),1974987390976.0,Mobile Combustion
3769,Kentucky,2016,Others,Petrochemical Production (2B8),98010882048.0,Petrochemical
3770,Kentucky,2016,Others,Stationary combustion (1A),7318441820160.0,Stationary combustion
3771,Kentucky,2016,Petroleum Systems,Exploration* (1B2a),51203846144.0,Exploration*
3772,Kentucky,2016,Petroleum Systems,Production (1B2a),9958101876736.0,Production*
3773,Kentucky,2016,Petroleum Systems,Refining (1B2a),648377204736.0,Refining
3774,Kentucky,2016,Petroleum Systems,Transport (1B2a),71690559488.0,Transport
3775,Kentucky,2016,Waste,Composting (5B1),2843785035776.0,Composting
3776,Kentucky,2016,Waste,Domestic Wastewater Treatment & Discharge (5D),5503589548032.0,Domestic
3777,Kentucky,2016,Waste,Industrial Landfills (5A1),49696479379456.0,Industrial Landfills
3778,Kentucky,2016,Waste,Industrial Wastewater Treatment & Discharge (5D),5244695085056.0,Industrial
3779,Kentucky,2016,Waste,Municipal Solid Waste (MSW) Landfills (5A1),92625549918208.0,Municipal
3780,Kentucky,2017,Agriculture,Enteric Fermentation (3A),173400815304704.0,Enteric Fermentation
3781,Kentucky,2017,Agriculture,Field Burning of Agricultural Residues* (3F),376490622976.0,Field Burning
3782,Kentucky,2017,Agriculture,Manure Management (3B),18403257483264.0,Manure
3783,Kentucky,2017,Agriculture,Rice Cultivation (3C),4110287.75,Rice
3784,Kentucky,2017,Coal,Abandoned Underground Coal Mines (1B1a),31790964146176.0,Abandoned Underground
3785,Kentucky,2017,Coal,Surface Coal Mining (1B1a),12034858024960.0,Surface
3786,Kentucky,2017,Coal,Underground Coal Mining (1B1a),100349100687360.0,Underground
3787,Kentucky,2017,Natural Gas Systems,Distribution (1B2b),8647286456320.0,Distribution
3788,Kentucky,2017,Natural Gas Systems,Exploration (1B2b),82996125696.0,Exploration
3789,Kentucky,2017,Natural Gas Systems,Post Meter (annual),6898865668096.0,Post Meter
3790,Kentucky,2017,Natural Gas Systems,Processing (1B2b),1178472939520.0,Processing
3791,Kentucky,2017,Natural Gas Systems,Production (1B2b),68702498193408.0,Production
3792,Kentucky,2017,Natural Gas Systems,Transmission & Storage (1B2b),42648895225856.0,Transmission-Storage
3793,Kentucky,2017,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),22036512505856.0,"Abandoned Oil, Gas Wells"
3794,Kentucky,2017,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
3795,Kentucky,2017,Others,Mobile Combustion (1A),1952037470208.0,Mobile Combustion
3796,Kentucky,2017,Others,Petrochemical Production (2B8),32132632576.0,Petrochemical
3797,Kentucky,2017,Others,Stationary combustion (1A),5474068463616.0,Stationary combustion
3798,Kentucky,2017,Petroleum Systems,Exploration* (1B2a),35031707648.0,Exploration*
3799,Kentucky,2017,Petroleum Systems,Production (1B2a),11447641833472.0,Production*
3800,Kentucky,2017,Petroleum Systems,Refining (1B2a),593901125632.0,Refining
