,State,Title,Year,epa,epa_change
674,Idaho,Total Other (annual),2020,7141737.083965004,-1035202.1919394815
675,Idaho,Total Petroleum Systems (annual),2012,0.0,
676,Idaho,Total Petroleum Systems (annual),2013,0.0,0.0
677,Idaho,Total Petroleum Systems (annual),2014,0.0,0.0
678,Idaho,Total Petroleum Systems (annual),2015,0.0,0.0
679,Idaho,Total Petroleum Systems (annual),2016,0.0,0.0
680,Idaho,Total Petroleum Systems (annual),2017,0.0,0.0
681,Idaho,Total Petroleum Systems (annual),2018,0.0,0.0
682,Idaho,Total Petroleum Systems (annual),2019,0.0,0.0
683,Idaho,Total Petroleum Systems (annual),2020,0.0,0.0
684,Idaho,Total Waste (annual),2012,25666589.12374641,
685,Idaho,Total Waste (annual),2013,33426305.63715265,7759716.513406239
686,Idaho,Total Waste (annual),2014,33031376.474971585,-394929.1621810645
687,Idaho,Total Waste (annual),2015,36098231.2364277,3066854.761456117
688,Idaho,Total Waste (annual),2016,33649644.541638166,-2448586.6947895363
689,Idaho,Total Waste (annual),2017,32766679.880018234,-882964.6616199315
690,Idaho,Total Waste (annual),2018,30993142.756600425,-1773537.1234178096
691,Idaho,Total Waste (annual),2019,31366818.062808275,373675.3062078506
692,Idaho,Total Waste (annual),2020,30531145.503415003,-835672.5593932718
693,Illinois,Total Agriculture (annual),2012,184621060.87616,
694,Illinois,Total Agriculture (annual),2013,183186321.14944,-1434739.7267200053
695,Illinois,Total Agriculture (annual),2014,181715397.934976,-1470923.214463979
696,Illinois,Total Agriculture (annual),2015,190637240.66304,8921842.728064
697,Illinois,Total Agriculture (annual),2016,203289552.474112,12652311.811071992
698,Illinois,Total Agriculture (annual),2017,204866845.475584,1577293.0014719963
699,Illinois,Total Agriculture (annual),2018,210596791.053056,5729945.577472001
700,Illinois,Total Agriculture (annual),2019,209860121.263616,-736669.789440006
701,Illinois,Total Agriculture (annual),2020,210549905.914496,689784.6508800089
702,Illinois,Total Coal Mines (annual),2012,248908796.74508983,
703,Illinois,Total Coal Mines (annual),2013,230686166.8119049,-18222629.93318492
704,Illinois,Total Coal Mines (annual),2014,240580877.05155256,9894710.239647657
705,Illinois,Total Coal Mines (annual),2015,270615505.5981122,30034628.54655966
706,Illinois,Total Coal Mines (annual),2016,282369983.5876481,11754477.989535868
707,Illinois,Total Coal Mines (annual),2017,223178038.24355203,-59191945.344096065
708,Illinois,Total Coal Mines (annual),2018,175837876.84748802,-47340161.39606401
709,Illinois,Total Coal Mines (annual),2019,159421512.39667204,-16416364.450815976
710,Illinois,Total Coal Mines (annual),2020,142412603.30732805,-17008909.089343995
711,Illinois,Total Methane (annual),2012,884489319.788544,
712,Illinois,Total Methane (annual),2013,811040648.394752,-73448671.39379203
713,Illinois,Total Methane (annual),2014,816385284.9254401,5344636.530688047
714,Illinois,Total Methane (annual),2015,861882423.0891519,45497138.163711786
715,Illinois,Total Methane (annual),2016,878076889.2477441,16194466.158592224
716,Illinois,Total Methane (annual),2017,805185404.911616,-72891484.33612812
717,Illinois,Total Methane (annual),2018,774361154.8364799,-30824250.075136065
718,Illinois,Total Methane (annual),2019,761239525.0524161,-13121629.784063816
719,Illinois,Total Methane (annual),2020,735969682.19648,-25269842.85593605
720,Illinois,Total Natural Gas Systems (annual),2012,92704867.73177598,
721,Illinois,Total Natural Gas Systems (annual),2013,92737279.969312,32412.237536013126
722,Illinois,Total Natural Gas Systems (annual),2014,92424068.137968,-313211.83134399354
723,Illinois,Total Natural Gas Systems (annual),2015,104274618.701776,11850550.563807994
724,Illinois,Total Natural Gas Systems (annual),2016,105657450.355056,1382831.6532800049
725,Illinois,Total Natural Gas Systems (annual),2017,104308244.683296,-1349205.6717600077
726,Illinois,Total Natural Gas Systems (annual),2018,106703047.849168,2394803.1658720076
727,Illinois,Total Natural Gas Systems (annual),2019,107900110.098576,1197062.2494079918
728,Illinois,Total Natural Gas Systems (annual),2020,108580256.803744,680146.7051680088
729,Illinois,Total Other (annual),2012,25096156.6392,
730,Illinois,Total Other (annual),2013,27065095.55744,1968938.9182400033
731,Illinois,Total Other (annual),2014,26887558.674752,-177536.8826880008
732,Illinois,Total Other (annual),2015,25325364.737344,-1562193.9374080002
733,Illinois,Total Other (annual),2016,24492977.574912,-832387.162432
734,Illinois,Total Other (annual),2017,21432064.987872,-3060912.5870399997
735,Illinois,Total Other (annual),2018,22962107.849392,1530042.8615199998
736,Illinois,Total Other (annual),2019,23081296.149936,119188.30054400116
737,Illinois,Total Other (annual),2020,21605725.02184,-1475571.128096003
738,Illinois,Total Petroleum Systems (annual),2012,866778.423296,
739,Illinois,Total Petroleum Systems (annual),2013,1103044.993024,236266.56972799997
740,Illinois,Total Petroleum Systems (annual),2014,1504206.798848,401161.8058239999
741,Illinois,Total Petroleum Systems (annual),2015,2008663.392256,504456.5934080002
742,Illinois,Total Petroleum Systems (annual),2016,1624149.97504,-384513.41721600015
743,Illinois,Total Petroleum Systems (annual),2017,1664211.23072,40061.25568000018
744,Illinois,Total Petroleum Systems (annual),2018,1749146.50112,84935.2703999998
745,Illinois,Total Petroleum Systems (annual),2019,1987549.904896,238403.40377600002
746,Illinois,Total Petroleum Systems (annual),2020,1731123.3474559998,-256426.55744000012
747,Illinois,Total Waste (annual),2012,332291656.070684,
748,Illinois,Total Waste (annual),2013,276262727.565076,-56028928.50560802
749,Illinois,Total Waste (annual),2014,273273169.749476,-2989557.815599978
750,Illinois,Total Waste (annual),2015,269021023.90311205,-4252145.846363962
751,Illinois,Total Waste (annual),2016,260642778.0837,-8378245.819412053
752,Illinois,Total Waste (annual),2017,249736006.32390004,-10906771.759799957
753,Illinois,Total Waste (annual),2018,256512185.284324,6776178.960423946
754,Illinois,Total Waste (annual),2019,258988938.54514003,2476753.2608160377
755,Illinois,Total Waste (annual),2020,251090067.524956,-7898871.02018404
756,Indiana,Total Agriculture (annual),2012,155556215.33376002,
757,Indiana,Total Agriculture (annual),2013,150191970.449664,-5364244.884096026
758,Indiana,Total Agriculture (annual),2014,151768786.99904,1576816.549376011
759,Indiana,Total Agriculture (annual),2015,164247617.489152,12478830.490112007
760,Indiana,Total Agriculture (annual),2016,173235399.91424,8987782.425087988
761,Indiana,Total Agriculture (annual),2017,174854705.070592,1619305.1563519835
762,Indiana,Total Agriculture (annual),2018,180643868.52352,5789163.452928007
763,Indiana,Total Agriculture (annual),2019,179908429.64633602,-735438.8771839738
764,Indiana,Total Agriculture (annual),2020,180650839.387648,742409.7413119674
765,Indiana,Total Coal Mines (annual),2012,174865859.196928,
766,Indiana,Total Coal Mines (annual),2013,153811934.467584,-21053924.72934398
767,Indiana,Total Coal Mines (annual),2014,171136968.82534397,17325034.357759953
768,Indiana,Total Coal Mines (annual),2015,164811971.25990403,-6324997.5654399395
769,Indiana,Total Coal Mines (annual),2016,160133806.6688,-4678164.591104031
770,Indiana,Total Coal Mines (annual),2017,144391335.771648,-15742470.897152007
771,Indiana,Total Coal Mines (annual),2018,160848012.298752,16456676.52710402
772,Indiana,Total Coal Mines (annual),2019,143985227.280896,-16862785.017856
773,Indiana,Total Coal Mines (annual),2020,126453998.411264,-17531228.869632006
774,Indiana,Total Methane (annual),2012,592148630.657024,
775,Indiana,Total Methane (annual),2013,568069863.845888,-24078766.811136007
776,Indiana,Total Methane (annual),2014,573911929.198592,5842065.352703929
777,Indiana,Total Methane (annual),2015,588287009.660928,14375080.462336063
778,Indiana,Total Methane (annual),2016,561366801.0147841,-26920208.646143913
779,Indiana,Total Methane (annual),2017,545269894.402048,-16096906.612736106
780,Indiana,Total Methane (annual),2018,571823333.781504,26553439.379456043
781,Indiana,Total Methane (annual),2019,557486080.2088959,-14337253.572608113
782,Indiana,Total Methane (annual),2020,534316393.975808,-23169686.233087897
783,Indiana,Total Natural Gas Systems (annual),2012,48883223.400672,
784,Indiana,Total Natural Gas Systems (annual),2013,48126152.224768,-757071.1759040058
785,Indiana,Total Natural Gas Systems (annual),2014,49076289.209952,950136.985183999
786,Indiana,Total Natural Gas Systems (annual),2015,51224766.612864,2148477.402912006
787,Indiana,Total Natural Gas Systems (annual),2016,52284220.645248,1059454.0323840007
788,Indiana,Total Natural Gas Systems (annual),2017,51366287.0528,-917933.5924480036
789,Indiana,Total Natural Gas Systems (annual),2018,54326004.736544,2959717.6837439984
790,Indiana,Total Natural Gas Systems (annual),2019,55073823.293056,747818.5565119982
791,Indiana,Total Natural Gas Systems (annual),2020,55665227.752128,591404.4590720013
792,Indiana,Total Other (annual),2012,18767441.549328,
793,Indiana,Total Other (annual),2013,19959326.119568,1191884.5702400021
794,Indiana,Total Other (annual),2014,19793305.064032,-166021.05553600192
795,Indiana,Total Other (annual),2015,18749743.15896,-1043561.9050719999
796,Indiana,Total Other (annual),2016,18085368.165728003,-664374.9932319969
797,Indiana,Total Other (annual),2017,17647706.365695998,-437661.8000320047
798,Indiana,Total Other (annual),2018,18896438.242944,1248731.8772480004
799,Indiana,Total Other (annual),2019,18959012.987152003,62574.744208004326
800,Indiana,Total Other (annual),2020,17374448.579248,-1584564.4079040028
801,Indiana,Total Petroleum Systems (annual),2012,1562160.178176,
802,Indiana,Total Petroleum Systems (annual),2013,1496608.328704,-65551.84947200003
803,Indiana,Total Petroleum Systems (annual),2014,1230833.299968,-265775.02873599995
804,Indiana,Total Petroleum Systems (annual),2015,1319477.18016,88643.88019199995
805,Indiana,Total Petroleum Systems (annual),2016,1215927.014912,-103550.16524800006
806,Indiana,Total Petroleum Systems (annual),2017,1099061.352448,-116865.66246399982
807,Indiana,Total Petroleum Systems (annual),2018,1145888.23776,46826.885311999824
808,Indiana,Total Petroleum Systems (annual),2019,1298665.334336,152777.0965760001
809,Indiana,Total Petroleum Systems (annual),2020,1136731.588864,-161933.74547199998
810,Indiana,Total Waste (annual),2012,192513728.740248,
811,Indiana,Total Waste (annual),2013,194483876.98396,1970148.243712008
812,Indiana,Total Waste (annual),2014,180905746.132752,-13578130.851208001
813,Indiana,Total Waste (annual),2015,187933428.260256,7027682.127503991
814,Indiana,Total Waste (annual),2016,156412081.972224,-31521346.288031995
815,Indiana,Total Waste (annual),2017,155910801.08350402,-501280.88871997595
816,Indiana,Total Waste (annual),2018,155963123.536704,52322.45319998264
817,Indiana,Total Waste (annual),2019,158260917.263448,2297793.726743996
818,Indiana,Total Waste (annual),2020,153035145.777896,-5225771.485552013
819,Iowa,Total Agriculture (annual),2012,647093031.7742081,
820,Iowa,Total Agriculture (annual),2013,628864085.081088,-18228946.693120122
821,Iowa,Total Agriculture (annual),2014,612825020.535296,-16039064.545791984
822,Iowa,Total Agriculture (annual),2015,648712996.024832,35887975.48953605
823,Iowa,Total Agriculture (annual),2016,677296433.7387519,28583437.713919878
824,Iowa,Total Agriculture (annual),2017,684830249.00864,7533815.269888163
825,Iowa,Total Agriculture (annual),2018,711210387.95264,26380138.944000006
826,Iowa,Total Agriculture (annual),2019,708483317.633024,-2727070.3196160793
827,Iowa,Total Agriculture (annual),2020,711161018.27072,2677700.6376960278
828,Iowa,Total Coal Mines (annual),2012,0.0,
829,Iowa,Total Coal Mines (annual),2013,0.0,0.0
830,Iowa,Total Coal Mines (annual),2014,0.0,0.0
831,Iowa,Total Coal Mines (annual),2015,0.0,0.0
832,Iowa,Total Coal Mines (annual),2016,0.0,0.0
833,Iowa,Total Coal Mines (annual),2017,0.0,0.0
834,Iowa,Total Coal Mines (annual),2018,0.0,0.0
835,Iowa,Total Coal Mines (annual),2019,0.0,0.0
836,Iowa,Total Coal Mines (annual),2020,0.0,0.0
837,Iowa,Total Methane (annual),2012,808178794.319872,
838,Iowa,Total Methane (annual),2013,775405417.312256,-32773377.007616043
839,Iowa,Total Methane (annual),2014,757522033.291264,-17883384.02099192
840,Iowa,Total Methane (annual),2015,795647911.989248,38125878.69798398
841,Iowa,Total Methane (annual),2016,826091471.986688,30443559.99743998
842,Iowa,Total Methane (annual),2017,839100413.763584,13008941.776896
843,Iowa,Total Methane (annual),2018,868651297.9517441,29550884.18816006
844,Iowa,Total Methane (annual),2019,868162219.307008,-489078.64473605156
845,Iowa,Total Methane (annual),2020,868154283.057152,-7936.249855995178
846,Iowa,Total Natural Gas Systems (annual),2012,43629188.063648,
847,Iowa,Total Natural Gas Systems (annual),2013,44519914.24451199,890726.1808639914
848,Iowa,Total Natural Gas Systems (annual),2014,44684947.379232,165033.1347200051
849,Iowa,Total Natural Gas Systems (annual),2015,46650442.529056,1965495.149824001
850,Iowa,Total Natural Gas Systems (annual),2016,48053099.731328,1402657.2022720054
851,Iowa,Total Natural Gas Systems (annual),2017,46049886.701984,-2003213.029344
852,Iowa,Total Natural Gas Systems (annual),2018,48476852.014464,2426965.312479995
853,Iowa,Total Natural Gas Systems (annual),2019,49231255.108688,754403.0942239985
854,Iowa,Total Natural Gas Systems (annual),2020,50243660.483936,1012405.375248
855,Iowa,Total Other (annual),2012,6928458.851840001,
856,Iowa,Total Other (annual),2013,7511438.800543999,582979.9487039987
857,Iowa,Total Other (annual),2014,7485046.33056,-26392.469983999617
858,Iowa,Total Other (annual),2015,7009632.119776,-475414.2107839994
859,Iowa,Total Other (annual),2016,6493775.075936,-515857.0438400004
860,Iowa,Total Other (annual),2017,6141937.051200001,-351838.0247359993
861,Iowa,Total Other (annual),2018,6992137.043808,850199.9926079996
862,Iowa,Total Other (annual),2019,7038844.862176,46707.81836799998
863,Iowa,Total Other (annual),2020,6340018.465152,-698826.3970240001
864,Iowa,Total Petroleum Systems (annual),2012,0.0,
865,Iowa,Total Petroleum Systems (annual),2013,0.0,0.0
866,Iowa,Total Petroleum Systems (annual),2014,0.0,0.0
867,Iowa,Total Petroleum Systems (annual),2015,0.0,0.0
868,Iowa,Total Petroleum Systems (annual),2016,0.0,0.0
869,Iowa,Total Petroleum Systems (annual),2017,0.0,0.0
870,Iowa,Total Petroleum Systems (annual),2018,0.0,0.0
871,Iowa,Total Petroleum Systems (annual),2019,0.0,0.0
872,Iowa,Total Petroleum Systems (annual),2020,0.0,0.0
873,Iowa,Total Waste (annual),2012,110528116.49184,
874,Iowa,Total Waste (annual),2013,94509979.89178,-16018136.600060001
875,Iowa,Total Waste (annual),2014,92527016.148908,-1982963.7428719997
876,Iowa,Total Waste (annual),2015,93274839.998908,747823.849999994
877,Iowa,Total Waste (annual),2016,94248165.021776,973325.0228680074
878,Iowa,Total Waste (annual),2017,102078341.44057998,7830176.418803975
879,Iowa,Total Waste (annual),2018,101971921.047004,-106420.39357598126
880,Iowa,Total Waste (annual),2019,103408802.014164,1436880.9671600014
881,Iowa,Total Waste (annual),2020,100409583.637928,-2999218.3762360066
882,Kansas,Total Agriculture (annual),2012,535364030.0805121,
883,Kansas,Total Agriculture (annual),2013,516203653.2992,-19160376.781312108
884,Kansas,Total Agriculture (annual),2014,521474356.215808,5270702.916607976
885,Kansas,Total Agriculture (annual),2015,544182760.569344,22708404.35353607
886,Kansas,Total Agriculture (annual),2016,574404947.818496,30222187.249151945
887,Kansas,Total Agriculture (annual),2017,599474841.437696,25069893.61919999
888,Kansas,Total Agriculture (annual),2018,611901695.074816,12426853.637120008
889,Kansas,Total Agriculture (annual),2019,612206257.613824,304562.53900802135
890,Kansas,Total Agriculture (annual),2020,610650812.535808,-1555445.0780160427
891,Kansas,Total Coal Mines (annual),2012,130811.158528,
892,Kansas,Total Coal Mines (annual),2013,32497.496064,-98313.662464
893,Kansas,Total Coal Mines (annual),2014,97465.71264,64968.216576
894,Kansas,Total Coal Mines (annual),2015,0.0,-97465.71264
895,Kansas,Total Coal Mines (annual),2016,0.0,0.0
896,Kansas,Total Coal Mines (annual),2017,0.0,0.0
897,Kansas,Total Coal Mines (annual),2018,0.0,0.0
898,Kansas,Total Coal Mines (annual),2019,0.0,0.0
899,Kansas,Total Coal Mines (annual),2020,0.0,0.0
900,Kansas,Total Methane (annual),2012,1033884395.261952,
901,Kansas,Total Methane (annual),2013,1020099411.922944,-13784983.339008093
902,Kansas,Total Methane (annual),2014,1024603420.311552,4504008.388608098
903,Kansas,Total Methane (annual),2015,1034104713.125888,9501292.814335942
904,Kansas,Total Methane (annual),2016,1042207995.78112,8103282.655231953
905,Kansas,Total Methane (annual),2017,1052512195.710976,10304199.929856062
906,Kansas,Total Methane (annual),2018,1114532254.26944,62020058.55846393
907,Kansas,Total Methane (annual),2019,1117064459.63264,2532205.3631999493
908,Kansas,Total Methane (annual),2020,1113383152.144384,-3681307.4882559776
909,Kansas,Total Natural Gas Systems (annual),2012,260136540.32042384,
910,Kansas,Total Natural Gas Systems (annual),2013,253000076.3010884,-7136464.019335449
911,Kansas,Total Natural Gas Systems (annual),2014,249609077.6473057,-3390998.6537826955
912,Kansas,Total Natural Gas Systems (annual),2015,275056846.71246123,25447769.065155536
913,Kansas,Total Natural Gas Systems (annual),2016,258313787.18654132,-16743059.525919914
914,Kansas,Total Natural Gas Systems (annual),2017,241661298.06088388,-16652489.12565744
915,Kansas,Total Natural Gas Systems (annual),2018,304128813.92081827,62467515.85993439
916,Kansas,Total Natural Gas Systems (annual),2019,304299215.62167203,170401.700853765
917,Kansas,Total Natural Gas Systems (annual),2020,295759744.484812,-8539471.136860013
918,Kansas,Total Other (annual),2012,22016929.879248,
919,Kansas,Total Other (annual),2013,22791327.809376,774397.9301280007
920,Kansas,Total Other (annual),2014,22780019.849776,-11307.959600001574
921,Kansas,Total Other (annual),2015,22634423.196104,-145596.65367199853
922,Kansas,Total Other (annual),2016,22469191.589424,-165231.60668000206
923,Kansas,Total Other (annual),2017,22845649.061392,376457.4719680026
924,Kansas,Total Other (annual),2018,23484133.461152,638484.3997599967
925,Kansas,Total Other (annual),2019,23636070.523912,151937.0627600029
926,Kansas,Total Other (annual),2020,22969986.593032,-666083.9308800027
927,Kansas,Total Petroleum Systems (annual),2012,94776542.27672,
928,Kansas,Total Petroleum Systems (annual),2013,107994600.435424,13218058.158703998
929,Kansas,Total Petroleum Systems (annual),2014,113067411.444896,5072811.009471998
930,Kansas,Total Petroleum Systems (annual),2015,109955437.527888,-3111973.9170079976
931,Kansas,Total Petroleum Systems (annual),2016,111365185.692224,1409748.164335996
932,Kansas,Total Petroleum Systems (annual),2017,113706182.22643204,2340996.5342080444
933,Kansas,Total Petroleum Systems (annual),2018,103556298.659824,-10149883.566608042
934,Kansas,Total Petroleum Systems (annual),2019,104405285.598,848986.9381760061
935,Kansas,Total Petroleum Systems (annual),2020,113977726.361968,9572440.76396799
936,Kansas,Total Waste (annual),2012,121459539.6626428,
937,Kansas,Total Waste (annual),2013,120077259.44937484,-1382280.213267967
938,Kansas,Total Waste (annual),2014,117575087.66581234,-2502171.7835624963
939,Kansas,Total Waste (annual),2015,82275244.87040645,-35299842.795405895
940,Kansas,Total Waste (annual),2016,75654882.07710193,-6620362.793304518
941,Kansas,Total Waste (annual),2017,74824221.96047828,-830660.116623655
942,Kansas,Total Waste (annual),2018,71461310.1532819,-3362911.8071963787
943,Kansas,Total Waste (annual),2019,72517624.58024183,1056314.4269599319
944,Kansas,Total Waste (annual),2020,70024879.82299836,-2492744.7572434694
945,Kentucky,Total Agriculture (annual),2012,187797793.028096,
946,Kentucky,Total Agriculture (annual),2013,194563362.334208,6765569.306112021
947,Kentucky,Total Agriculture (annual),2014,186629145.47072,-7934216.8634880185
948,Kentucky,Total Agriculture (annual),2015,188587348.47744,1958203.0067200065
949,Kentucky,Total Agriculture (annual),2016,194712839.548672,6125491.071231991
950,Kentucky,Total Agriculture (annual),2017,192180574.335744,-2532265.212927997
951,Kentucky,Total Agriculture (annual),2018,189904957.234304,-2275617.1014399827
952,Kentucky,Total Agriculture (annual),2019,190153868.389952,248911.1556479931
953,Kentucky,Total Agriculture (annual),2020,189446092.750784,-707775.6391679943
954,Kentucky,Total Coal Mines (annual),2012,209039694.572816,
955,Kentucky,Total Coal Mines (annual),2013,211201939.267736,2162244.6949199736
956,Kentucky,Total Coal Mines (annual),2014,215223262.389232,4021323.1214960217
957,Kentucky,Total Coal Mines (annual),2015,180299793.254672,-34923469.13456002
958,Kentucky,Total Coal Mines (annual),2016,148178027.20848,-32121766.04619199
959,Kentucky,Total Coal Mines (annual),2017,144174926.369104,-4003100.8393760026
960,Kentucky,Total Coal Mines (annual),2018,144955283.79401597,780357.4249119759
961,Kentucky,Total Coal Mines (annual),2019,132183951.212656,-12771332.581359968
962,Kentucky,Total Coal Mines (annual),2020,118590470.662336,-13593480.55032
963,Kentucky,Total Methane (annual),2012,723246640.777216,
964,Kentucky,Total Methane (annual),2013,747046944.843776,23800304.06656003
965,Kentucky,Total Methane (annual),2014,714328900.1820159,-32718044.66176009
966,Kentucky,Total Methane (annual),2015,719560479.83616,5231579.654144049
967,Kentucky,Total Methane (annual),2016,662177639.80288,-57382840.033279896
968,Kentucky,Total Methane (annual),2017,677084730.462208,14907090.659327984
969,Kentucky,Total Methane (annual),2018,681517435.537408,4432705.075199962
970,Kentucky,Total Methane (annual),2019,672376334.875648,-9141100.661759973
971,Kentucky,Total Methane (annual),2020,650050223.315968,-22326111.559679985
972,Kentucky,Total Natural Gas Systems (annual),2012,127427345.56823,
973,Kentucky,Total Natural Gas Systems (annual),2013,138680680.067366,11253334.499136
974,Kentucky,Total Natural Gas Systems (annual),2014,99883900.74774402,-38796779.31962198
975,Kentucky,Total Natural Gas Systems (annual),2015,141993391.500242,42109490.75249797
976,Kentucky,Total Natural Gas Systems (annual),2016,119554614.338698,-22438777.161543995
977,Kentucky,Total Natural Gas Systems (annual),2017,128159013.586964,8604399.248265997
978,Kentucky,Total Natural Gas Systems (annual),2018,128288756.80273002,129743.21576602757
979,Kentucky,Total Natural Gas Systems (annual),2019,129071967.168288,783210.3655579835
980,Kentucky,Total Natural Gas Systems (annual),2020,125896271.238294,-3175695.929994002
981,Kentucky,Total Other (annual),2012,32839147.547112,
982,Kentucky,Total Other (annual),2013,34123615.622096,1284468.0749840029
983,Kentucky,Total Other (annual),2014,34152633.752928,29018.130832001567
984,Kentucky,Total Other (annual),2015,33682867.521855995,-469766.2310720086
985,Kentucky,Total Other (annual),2016,33088687.28336,-594180.2384959944
986,Kentucky,Total Other (annual),2017,29494751.079176,-3593936.2041839994
987,Kentucky,Total Other (annual),2018,29744683.238824,249932.15964799747
988,Kentucky,Total Other (annual),2019,30035271.403052,290588.16422799975
989,Kentucky,Total Other (annual),2020,28987160.567608,-1048110.8354439996
990,Kentucky,Total Petroleum Systems (annual),2012,8771877.845568,
991,Kentucky,Total Petroleum Systems (annual),2013,11083872.488864,2311994.6432960015
992,Kentucky,Total Petroleum Systems (annual),2014,14045163.736208,2961291.2473439984
993,Kentucky,Total Petroleum Systems (annual),2015,11773305.656864,-2271858.079343999
994,Kentucky,Total Petroleum Systems (annual),2016,10729373.53416,-1043932.1227040011
995,Kentucky,Total Petroleum Systems (annual),2017,12143065.11112,1413691.5769600011
996,Kentucky,Total Petroleum Systems (annual),2018,10835010.458704,-1308054.6524160001
997,Kentucky,Total Petroleum Systems (annual),2019,10987022.745168,152012.28646400012
998,Kentucky,Total Petroleum Systems (annual),2020,11879270.504288005,892247.7591200043
999,Kentucky,Total Waste (annual),2012,157370788.53639576,
1000,Kentucky,Total Waste (annual),2013,157393469.69325724,22681.15686148405
1001,Kentucky,Total Waste (annual),2014,164394793.54475126,7001323.851494014
1002,Kentucky,Total Waste (annual),2015,163223772.81965926,-1171020.7250919938
1003,Kentucky,Total Waste (annual),2016,155914096.20804626,-7309676.611613005
1004,Kentucky,Total Waste (annual),2017,170932394.82524225,15018298.617195994
1005,Kentucky,Total Waste (annual),2018,177788749.4928065,6856354.667564243
1006,Kentucky,Total Waste (annual),2019,179944262.93921125,2155513.446404755
1007,Kentucky,Total Waste (annual),2020,175250961.83702874,-4693301.1021825075
1008,Louisiana,Total Agriculture (annual),2012,183947028.8950305,
1009,Louisiana,Total Agriculture (annual),2013,171261869.36259475,-12685159.532435745
1010,Louisiana,Total Agriculture (annual),2014,216039044.832855,44777175.47026023
1011,Louisiana,Total Agriculture (annual),2015,187219979.42377323,-28819065.409081757
1012,Louisiana,Total Agriculture (annual),2016,194279321.15486225,7059341.731089026
1013,Louisiana,Total Agriculture (annual),2017,188163852.91267225,-6115468.242190003
1014,Louisiana,Total Agriculture (annual),2018,193129853.71140024,4966000.798727989
1015,Louisiana,Total Agriculture (annual),2019,189153022.316201,-3976831.3951992393
1016,Louisiana,Total Agriculture (annual),2020,194265851.67189848,5112829.355697483
1017,Louisiana,Total Coal Mines (annual),2012,1749331.197952,
1018,Louisiana,Total Coal Mines (annual),2013,1229962.190848,-519369.00710399984
1019,Louisiana,Total Coal Mines (annual),2014,1149766.586368,-80195.60448000021
1020,Louisiana,Total Coal Mines (annual),2015,1519629.180928,369862.5945600001
1021,Louisiana,Total Coal Mines (annual),2016,1231769.772032,-287859.4088960001
1022,Louisiana,Total Coal Mines (annual),2017,918101.164032,-313668.6079999999
1023,Louisiana,Total Coal Mines (annual),2018,653792.21504,-264308.94899199996
1024,Louisiana,Total Coal Mines (annual),2019,595658.1130240001,-58134.10201599996
1025,Louisiana,Total Coal Mines (annual),2020,453010.419712,-142647.69331200008
1026,Louisiana,Total Methane (annual),2012,751067287.8435841,
1027,Louisiana,Total Methane (annual),2013,752626408.8338721,1559120.9902880192
1028,Louisiana,Total Methane (annual),2014,796070944.96189,43444536.1280179
1029,Louisiana,Total Methane (annual),2015,786478892.273912,-9592052.68797803
1030,Louisiana,Total Methane (annual),2016,918658559.240288,132179666.96637607
1031,Louisiana,Total Methane (annual),2017,952178834.631376,33520275.39108801
1032,Louisiana,Total Methane (annual),2018,916772216.526376,-35406618.10500002
1033,Louisiana,Total Methane (annual),2019,978594335.772036,61822119.24565995
1034,Louisiana,Total Methane (annual),2020,914938797.801436,-63655537.97060001
1035,Louisiana,Total Natural Gas Systems (annual),2012,370721641.594053,
1036,Louisiana,Total Natural Gas Systems (annual),2013,366604426.8728785,-4117214.7211744785
1037,Louisiana,Total Natural Gas Systems (annual),2014,366170359.529696,-434067.3431825042
1038,Louisiana,Total Natural Gas Systems (annual),2015,382167581.16704106,15997221.637345076
1039,Louisiana,Total Natural Gas Systems (annual),2016,391848966.0799941,9681384.91295302
1040,Louisiana,Total Natural Gas Systems (annual),2017,418342849.6565325,26493883.576538444
1041,Louisiana,Total Natural Gas Systems (annual),2018,412631468.0276192,-5711381.628913343
1042,Louisiana,Total Natural Gas Systems (annual),2019,471630088.3569466,58998620.329327404
1043,Louisiana,Total Natural Gas Systems (annual),2020,407570339.0009975,-64059749.355949104
1044,Louisiana,Total Other (annual),2012,16711469.477416,
1045,Louisiana,Total Other (annual),2013,18495583.343706,1784113.8662900012
1046,Louisiana,Total Other (annual),2014,21106054.98143,2610471.637724001
1047,Louisiana,Total Other (annual),2015,23018742.584248,1912687.6028179973
1048,Louisiana,Total Other (annual),2016,24433284.438024,1414541.8537760004
1049,Louisiana,Total Other (annual),2017,28183142.920784,3749858.482760001
1050,Louisiana,Total Other (annual),2018,27648879.735200003,-534263.1855839975
1051,Louisiana,Total Other (annual),2019,28742863.252572,1093983.5173719972
1052,Louisiana,Total Other (annual),2020,27079254.949212,-1663608.3033600003
1053,Louisiana,Total Petroleum Systems (annual),2012,51614032.798302606,
1054,Louisiana,Total Petroleum Systems (annual),2013,56975005.04084343,5360972.242540821
1055,Louisiana,Total Petroleum Systems (annual),2014,56998950.23940715,23945.198563724756
1056,Louisiana,Total Petroleum Systems (annual),2015,54608280.95970753,-2390669.2796996236
1057,Louisiana,Total Petroleum Systems (annual),2016,53723547.47952543,-884733.4801820964
1058,Louisiana,Total Petroleum Systems (annual),2017,52196611.254832,-1526936.2246934325
1059,Louisiana,Total Petroleum Systems (annual),2018,47556368.883296,-4640242.371536002
1060,Louisiana,Total Petroleum Systems (annual),2019,48959974.48782399,1403605.604527995
